############################################## User Management System log ##############################################
2020/10/15 16:03:44.538 [INFO] [Microsoft.Hosting.Lifetime]   | Now listening on: https://localhost:44346
2020/10/15 16:03:44.804 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/10/15 16:03:44.804 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/10/15 16:03:44.824 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: D:\My programming\UMS\User Management System
2020/10/15 16:03:50.223 [INFO] [User_Management_System.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:143 | User logged in successfully.
2020/10/15 16:03:50.245 [INFO] [User_Management_System.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:158 | Adding cookie into the browser.
2020/10/15 16:03:50.279 [INFO] [User_Management_System.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:42 | Welcome!, usermanagement2020@gmail.com.
2020/10/15 16:03:53.246 [INFO] [User_Management_System.Areas.Identity.Pages.Account.LogoutModel] [usermanagement2020@gmail.com] Logout.cshtml.cs:70 | User logged out.
2020/10/15 16:03:53.276 [INFO] [User_Management_System.Areas.Identity.Pages.Account.LogoutModel]  Logout.cshtml.cs:46 | User logged out.
2020/10/15 16:03:57.124 [INFO] [User_Management_System.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:143 | User logged in successfully.
2020/10/15 16:03:57.139 [INFO] [User_Management_System.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:158 | Adding cookie into the browser.
2020/10/15 16:03:57.159 [INFO] [User_Management_System.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:42 | Welcome!, usermanagement2020@gmail.com.
2020/10/15 16:04:07.139 [INFO] [User_Management_System.Controllers.EditProfileController] [usermanagement2020@gmail.com] EditProfile:EditProfileController.cs:143 | Update successfully.
2020/10/15 16:04:13.832 [INFO] [User_Management_System.Controllers.ManageUserController] [usermanagement2020@gmail.com] GetUser:ManageUserController.cs:77 | Getting user.
2020/10/15 16:04:19.148 [INFO] [User_Management_System.Controllers.ManageUserController] [usermanagement2020@gmail.com] GetUser:ManageUserController.cs:77 | Getting user.
2020/10/15 16:04:24.986 [INFO] [User_Management_System.Controllers.ManageUserController] [usermanagement2020@gmail.com] GetUser:ManageUserController.cs:77 | Getting user.
2020/10/15 16:10:53.028 [INFO] [Microsoft.Hosting.Lifetime]   | Now listening on: https://localhost:44346
2020/10/15 16:10:53.279 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/10/15 16:10:53.293 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/10/15 16:10:53.306 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: D:\My programming\UMS\User Management System
2020/10/15 16:10:53.717 [INFO] [User_Management_System.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:42 | Welcome!, usermanagement2020@gmail.com.
2020/10/15 16:14:09.832 [INFO] [Microsoft.Hosting.Lifetime]   | Now listening on: https://localhost:44346
2020/10/15 16:14:10.017 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/10/15 16:14:10.029 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/10/15 16:14:10.040 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: D:\My programming\UMS\User Management System
2020/10/15 16:14:10.894 [INFO] [User_Management_System.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:42 | Welcome, usermanagement2020@gmail.com.
2020/10/15 16:17:34.900 [INFO] [Microsoft.Hosting.Lifetime]   | Now listening on: https://localhost:44346
2020/10/15 16:17:35.083 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/10/15 16:17:35.083 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/10/15 16:17:35.105 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: D:\My programming\UMS\User Management System
2020/10/15 16:17:35.895 [INFO] [User_Management_System.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:42 | Welcome, usermanagement2020@gmail.com.
